,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
4201,1,0,1,1,1.0,1,0,0,0,0,0,0,0,0,0.012935323383084566,0.16670320793907228,0,0,0,1,0,0,1,1,0,0,0
4202,0,0,1,0,0.1388888888888889,1,0,0,0,0,0,0,0,0,0.013432835820895526,0.019691899376875144,0,0,0,1,0,1,0,1,0,0,0
4203,1,0,0,1,0.09722222222222221,1,0,0,0,0,0,0,0,0,0.017910447761194024,0.009000692360950845,0,0,0,1,0,1,0,0,0,0,1
4204,0,1,0,0,0.06944444444444445,1,0,0,1,0,0,0,1,1,0.6696517412935324,0.04496884375721211,0,0,1,0,1,0,0,0,0,1,0
4205,1,0,1,1,0.3333333333333333,1,1,1,0,1,0,1,1,0,0.600497512437811,0.2109219939995385,0,1,0,0,0,0,1,0,1,0,0
4206,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.9805970149253732,0.9736845141933997,0,0,1,0,0,0,1,0,1,0,0
4207,0,0,0,0,0.29166666666666663,0,0,1,0,0,1,1,0,1,0.2517412935323383,0.11455111931687056,0,1,0,0,1,0,0,0,0,0,1
4208,0,0,1,0,0.9583333333333333,0,0,0,1,1,1,1,1,1,0.4233830845771145,0.4897992153242558,0,1,0,0,0,1,0,0,1,0,0
4209,0,0,1,1,0.611111111111111,1,0,0,1,0,1,0,0,1,0.3646766169154229,0.2919801523194092,0,1,0,0,1,0,0,1,0,0,0
4210,1,1,1,1,0.8472222222222222,1,1,0,0,1,0,1,0,1,0.4671641791044777,0.45537156704361886,0,1,0,0,0,1,0,0,0,1,0
4211,0,1,0,0,0.3333333333333333,1,1,0,1,1,0,1,1,1,0.8427860696517414,0.2859335333487191,1,0,1,0,1,0,0,0,1,0,0
4212,1,0,0,0,0.013888888888888888,1,0,0,0,0,0,1,1,0,0.7199004975124378,0.008285252711747059,1,0,1,0,1,0,0,0,0,1,0
4213,1,0,0,0,0.08333333333333333,1,0,0,0,0,1,0,0,1,0.3238805970149254,0.03106969766905147,1,1,0,0,1,0,0,1,0,0,0
4214,0,0,0,0,0.05555555555555555,1,1,0,1,0,0,0,1,1,0.7144278606965174,0.0403069466882068,1,0,1,0,1,0,0,0,0,1,0
4215,0,0,1,0,1.0,1,1,0,1,1,1,1,1,1,0.8950248756218907,0.9025848142164785,0,0,1,0,0,0,1,0,0,1,0
4216,0,0,0,0,1.0,1,1,1,1,1,1,1,1,0,0.7338308457711443,0.7632067851373184,0,1,0,0,0,0,1,1,0,0,0
4217,0,1,1,0,0.19444444444444442,1,1,0,0,0,0,0,0,1,0.5656716417910448,0.11476459727671363,0,0,1,0,1,0,0,0,0,1,0
4218,0,0,0,0,0.09722222222222221,1,1,0,0,0,0,0,0,1,0.06766169154228856,0.01548003692591738,0,0,0,1,1,0,0,1,0,0,0
4219,1,0,0,0,0.6666666666666666,1,0,0,1,0,0,0,0,0,0.5661691542288558,0.4331698592199401,0,0,1,0,0,1,0,0,0,1,0
4220,0,0,1,1,0.7638888888888888,1,0,0,0,0,0,0,0,0,0.012437810945273634,0.11626471267020543,0,0,0,1,0,1,0,0,0,0,1
4221,0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.01044776119402985,5.7696745903531104e-05,0,0,0,1,1,0,0,0,1,0,0
4222,0,0,0,0,0.625,1,0,1,1,1,1,1,1,0,0.9348258706467664,0.5784733441033927,0,0,1,0,0,1,0,0,1,0,0
4223,0,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,1,0.5179104477611941,0.02326332794830372,0,0,1,0,1,0,0,0,0,0,1
4224,1,0,1,0,0.986111111111111,1,0,0,0,0,0,0,0,0,0.013432835820895526,0.1612854834987307,0,0,0,1,0,0,1,0,0,0,1
4225,0,0,1,0,0.1111111111111111,1,0,0,0,0,0,0,0,0,0.019900497512437807,0.016103161781675517,0,0,0,1,1,0,0,0,0,0,1
4226,1,0,1,0,0.041666666666666664,1,1,0,0,0,0,0,0,1,0.573134328358209,0.027440572351719372,1,0,1,0,1,0,0,0,0,1,0
4227,0,0,1,1,0.9583333333333333,1,0,1,1,0,1,1,1,0,0.6208955223880599,0.6374048003692593,0,1,0,0,0,0,1,1,0,0,0
4228,0,0,1,1,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.5000000000000001,0.005735056542810986,1,0,1,0,1,0,0,0,0,1,0
4229,1,1,1,0,1.0,1,1,1,1,1,1,1,1,1,0.9701492537313435,0.9721786291253176,0,0,1,0,0,0,1,0,1,0,0
4230,0,0,0,0,0.15277777777777776,1,0,1,0,0,0,0,0,1,0.5497512437810946,0.08919339949226866,1,0,1,0,1,0,0,0,0,1,0
4231,0,0,0,0,0.986111111111111,1,1,1,1,1,1,0,1,0,0.6203980099502487,0.6565197322870991,0,1,0,0,0,0,1,1,0,0,0
4232,1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.5144278606965176,0.005902377105931227,1,0,1,0,1,0,0,0,0,0,1
4233,1,0,1,0,0.4583333333333333,0,0,1,0,1,1,1,1,0,0.41094527363184086,0.23049849988460658,0,1,0,0,0,0,1,1,0,0,0
4234,1,0,0,0,0.2222222222222222,1,0,0,0,0,0,0,0,0,0.007960199004975134,0.03552388645280407,0,0,0,1,0,1,0,0,0,0,1
4235,1,1,1,0,0.7777777777777777,1,1,1,1,1,1,0,0,0,0.7701492537313436,0.6292349411493193,0,0,1,0,0,1,0,0,0,1,0
4236,1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.016915422885572132,0.0001327025155781212,0,0,0,1,1,0,0,0,1,0,0
4237,0,0,0,0,0.06944444444444445,1,0,0,0,1,0,1,1,1,0.5154228855721393,0.03780290791599355,1,1,0,0,1,0,0,0,0,1,0
4238,0,0,1,1,0.7916666666666666,1,0,0,0,0,0,0,0,0,0.011442786069651713,0.12033233325640437,0,0,0,1,0,1,0,0,0,0,1
4239,0,0,1,1,0.7777777777777777,0,0,0,1,1,0,0,0,1,0.1776119402985075,0.2253288714516502,0,1,0,0,0,1,0,0,1,0,0
4240,0,0,0,0,0.1111111111111111,1,1,0,1,1,0,1,0,1,0.7537313432835823,0.08710477729056083,1,0,1,0,1,0,0,0,0,1,0
4241,1,0,1,1,0.3055555555555555,1,0,1,1,1,0,0,0,0,0.4268656716417911,0.1619259173782599,1,1,0,0,1,0,0,0,0,0,1
4242,1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.01492537313432835,0.00010962381721670893,0,0,0,1,1,0,0,0,0,0,1
4243,1,0,0,1,0.5555555555555556,1,0,1,0,0,1,1,0,1,0.4562189054726369,0.28173897992153246,0,1,0,0,1,0,0,0,1,0,0
4244,0,0,1,1,0.6388888888888888,1,0,0,0,0,0,0,0,0,0.01492537313432835,0.09666512808677594,0,0,0,1,0,0,1,0,1,0,0
4245,0,0,1,1,0.875,1,0,0,0,0,0,0,0,0,0.01442786069651739,0.14505538887606742,0,0,0,1,0,0,1,0,0,0,1
4246,0,0,1,1,0.9444444444444444,1,1,1,1,1,0,1,1,1,0.9149253731343286,0.8595315024232636,0,0,1,0,0,0,1,0,0,1,0
4247,0,0,1,1,0.9583333333333333,1,0,1,1,0,1,1,1,1,0.8766169154228857,0.8357892914839605,0,0,1,0,0,0,1,0,1,0,0
4248,1,0,1,0,0.7777777777777777,1,1,0,1,1,1,0,0,0,0.719402985074627,0.5882529425340413,0,0,1,0,1,0,0,0,0,1,0
4249,1,0,1,1,0.1388888888888889,1,0,0,1,1,0,0,1,1,0.474129353233831,0.07399607662127858,0,1,0,0,0,1,0,0,0,0,1
4250,0,0,0,0,0.875,1,1,1,1,1,1,1,0,0,0.8582089552238809,0.7583660281560123,0,0,1,0,0,1,0,0,1,0,0
4251,1,0,1,1,0.3333333333333333,0,0,1,1,1,1,0,1,1,0.3407960199004975,0.13724324948072933,0,1,0,0,0,0,1,0,0,0,1
4252,1,0,0,0,0.2638888888888889,1,1,0,0,1,0,0,0,1,0.37661691542288567,0.11713593353334877,0,1,0,0,1,0,0,0,0,0,1
4253,0,0,1,1,0.3055555555555555,1,1,0,0,1,0,1,0,1,0.701492537313433,0.21536464343411038,0,0,1,0,1,0,0,0,0,1,0
4254,0,0,1,0,0.40277777777777773,1,1,1,1,0,0,0,0,1,0.6587064676616916,0.2825178859912301,1,0,1,0,1,0,0,0,0,1,0
4255,0,0,1,0,0.18055555555555555,1,1,0,0,1,0,1,1,1,0.5676616915422886,0.11200669282252484,1,1,0,0,0,1,0,0,0,0,1
4256,1,0,1,0,0.9722222222222222,1,1,0,0,0,0,0,0,1,0.07711442786069651,0.22941957073621055,0,0,0,1,0,0,1,1,0,0,0
4257,1,0,1,0,0.6805555555555555,1,0,0,1,1,0,1,1,0,0.8074626865671645,0.5776828986845143,0,0,1,0,1,0,0,0,0,1,0
4258,1,1,1,0,0.5972222222222222,1,1,1,0,1,1,1,1,1,0.9084577114427862,0.5552100161550889,1,0,1,0,0,1,0,0,0,0,1
4259,1,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,1,0.013432835820895526,0.004725363489499193,1,0,0,1,1,0,0,0,0,0,1
4260,0,0,1,1,0.5833333333333333,1,0,0,0,1,1,1,1,0,0.5462686567164181,0.35419455342718675,0,1,0,0,0,1,0,0,0,1,0
4261,0,0,0,0,0.7916666666666666,1,0,0,1,0,1,0,0,1,0.36218905472636814,0.35955458112162475,0,1,0,0,0,1,0,0,0,0,1
4262,0,1,0,0,0.027777777777777776,1,0,1,0,1,0,1,0,0,0.4791044776119404,0.008741057004384956,1,1,0,0,1,0,0,1,0,0,0
4263,1,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0.9681592039800996,0.9570274636510503,0,0,1,0,0,0,1,0,1,0,0
4264,1,1,0,0,0.6388888888888888,1,1,0,1,1,0,1,1,1,0.8577114427860698,0.5590872374798063,0,0,1,0,1,0,0,0,0,1,0
4265,0,1,1,0,0.9166666666666666,1,1,0,0,0,1,1,1,1,0.8139303482587066,0.7908031387029774,1,0,1,0,1,0,0,0,1,0,0
4266,0,0,0,0,0.861111111111111,1,1,1,1,0,1,0,1,0,0.8333333333333336,0.7512635587352876,1,0,1,0,0,1,0,0,0,1,0
4267,1,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0.7253731343283584,0.7638010616201248,0,1,0,0,0,0,1,1,0,0,0
4268,0,0,1,1,0.4861111111111111,1,0,0,1,0,1,1,0,1,0.7109452736318409,0.363120240018463,0,0,1,0,0,1,0,0,0,1,0
4269,0,0,1,0,0.2361111111111111,1,1,1,1,1,0,0,0,0,0.7159203980099503,0.1656300484652666,1,0,1,0,1,0,0,0,1,0,0
4270,1,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0.737810945273632,0.7809023771059315,0,1,0,0,0,0,1,0,0,1,0
4271,1,0,1,1,0.38888888888888884,1,0,0,0,0,0,0,0,0,0.016417910447761173,0.06048926840526196,0,0,0,1,0,1,0,0,0,0,1
4272,0,0,1,0,0.7777777777777777,1,1,0,0,0,0,0,0,1,0.06865671641791045,0.15097507500576973,1,0,0,1,0,0,1,0,1,0,0
4273,1,0,0,0,0.4305555555555555,1,1,0,0,0,1,0,0,1,0.6129353233830847,0.2752538656819756,1,0,1,0,1,0,0,0,1,0,0
4274,0,0,0,0,0.625,1,0,0,0,0,0,0,0,0,0.005970149253731351,0.0979113777982922,0,0,0,1,0,1,0,1,0,0,0
4275,1,0,0,0,0.013888888888888888,1,1,0,0,0,0,0,0,1,0.0746268656716418,0.0008019847680590813,0,0,0,1,1,0,0,0,0,0,1
4276,1,0,0,0,0.027777777777777776,1,0,0,1,0,0,0,0,1,0.31194029850746274,0.011066235864297258,1,1,0,0,1,0,0,0,0,0,1
4277,1,0,0,0,0.08333333333333333,1,0,0,0,0,0,0,0,1,0.026865671641791024,0.010466189706900534,0,0,0,1,1,0,0,0,0,0,1
4278,1,0,1,0,0.6666666666666666,1,0,0,1,1,0,1,1,1,0.7840796019900499,0.5393664897299794,0,0,1,0,0,1,0,0,0,1,0
4279,0,0,1,1,0.3472222222222222,1,1,0,0,0,0,0,0,1,0.07114427860696516,0.06093353334871915,0,0,0,1,1,0,0,1,0,0,0
4280,0,0,1,1,0.8888888888888888,1,0,0,0,0,0,0,0,1,0.01442786069651739,0.1448476805908147,0,0,0,1,0,0,1,1,0,0,0
4281,0,0,0,0,0.6944444444444444,0,0,1,1,0,0,0,0,1,0.16666666666666666,0.20350796215093475,0,1,0,0,1,0,0,0,0,0,1
4282,1,0,1,1,0.7222222222222222,1,1,0,0,1,0,1,1,0,0.8258706467661693,0.6095430417724442,0,0,1,0,0,1,0,1,0,0,0
4283,0,1,1,0,0.05555555555555555,1,0,0,0,0,0,0,0,1,0.5169154228855722,0.030181167782137096,0,0,1,0,1,0,0,0,0,1,0
4284,1,1,0,0,0.4444444444444444,1,0,0,0,0,0,1,1,0,0.7233830845771145,0.3322351719363028,0,0,1,0,1,0,0,0,0,1,0
4285,0,0,1,1,0.625,1,1,1,1,0,1,1,0,0,0.5532338308457712,0.3868220632356336,0,1,0,0,0,0,1,0,1,0,0
4286,0,0,1,0,0.125,1,1,1,0,0,0,0,1,1,0.6945273631840797,0.0902954073390261,0,0,1,0,1,0,0,0,0,1,0
4287,1,1,1,0,0.9166666666666666,1,1,0,0,1,1,1,1,1,0.8726368159203982,0.8027290560812372,1,0,1,0,0,1,0,0,1,0,0
4288,0,0,0,1,0.041666666666666664,1,1,0,0,1,0,0,1,0,0.7323383084577115,0.02749249942303255,1,0,1,0,1,0,0,0,0,1,0
4289,1,0,0,0,0.75,1,0,0,0,0,0,0,0,0,0.018407960199004984,0.12239210708516043,0,0,0,1,0,0,1,0,0,0,1
4290,1,0,1,1,0.013888888888888888,0,0,0,0,0,1,1,0,0,0.21741293532338313,0.0024578813754904225,1,1,0,0,1,0,0,0,0,1,0
4291,1,0,1,1,0.8888888888888888,1,1,1,1,0,1,1,1,0,0.9159203980099505,0.805273482575583,0,0,1,0,0,0,1,1,0,0,0
4292,1,1,0,0,0.4305555555555555,1,1,0,0,0,0,0,0,1,0.5537313432835822,0.253675282714055,1,0,1,0,1,0,0,0,0,1,0
4293,1,0,0,0,0.19444444444444442,1,0,0,0,0,0,1,1,1,0.7119402985074628,0.12812139395338107,1,0,1,0,1,0,0,0,0,0,1
4294,1,0,0,0,0.16666666666666666,1,0,1,0,0,0,1,0,1,0.6656716417910449,0.11080660050773139,0,0,1,0,0,1,0,0,1,0,0
4295,0,1,1,0,0.9305555555555555,1,0,1,1,0,1,0,0,1,0.4248756218905474,0.47318255250403884,0,1,0,0,0,1,0,1,0,0,0
4296,1,0,1,1,0.4861111111111111,1,1,1,0,1,1,1,0,0,0.537313432835821,0.2942245557350566,1,1,0,0,1,0,0,0,0,1,0
4297,1,0,0,0,0.625,1,1,1,0,0,1,0,1,0,0.5502487562189056,0.38429494576505896,0,1,0,0,0,0,1,0,0,0,1
4298,0,0,0,0,0.1388888888888889,1,0,0,0,0,0,0,0,0,0.27611940298507465,0.054615739672282504,0,1,0,0,1,0,0,0,0,0,1
4299,1,1,0,0,0.40277777777777773,1,1,1,1,0,0,0,0,1,0.400995024875622,0.19618624509577667,0,1,0,0,1,0,0,1,0,0,0
4300,1,0,0,0,0.3333333333333333,1,1,0,0,0,0,0,0,0,0.06318407960199006,0.06767251327025157,0,0,0,1,0,1,0,1,0,0,0
4301,0,0,1,1,0.9166666666666666,1,0,0,0,0,0,0,0,1,0.01492537313432835,0.15297715208862223,0,0,0,1,0,0,1,0,0,0,1
4302,0,0,0,0,0.7083333333333333,1,0,1,0,0,0,1,0,0,0.6776119402985075,0.4902319409185323,0,0,1,0,0,1,0,0,0,0,1
4303,1,0,1,0,0.625,1,1,0,0,0,0,0,0,0,0.07213930348258708,0.1271924763443342,0,0,0,1,0,0,1,0,0,0,1
4304,1,0,1,0,0.6805555555555555,1,0,0,0,0,0,0,0,0,0.007462686567164175,0.1038426032771752,0,0,0,1,0,1,0,0,1,0,0
4305,1,0,1,0,0.40277777777777773,1,0,0,0,0,0,0,0,1,0.012935323383084566,0.05804292637895224,0,0,0,1,0,0,1,0,0,0,1
4306,0,0,1,1,0.5555555555555556,1,1,1,1,0,1,1,1,1,0.9139303482587066,0.5135356565889685,0,0,1,0,1,0,0,0,1,0,0
4307,1,1,0,0,0.5138888888888888,1,1,0,0,0,0,1,1,1,0.7791044776119405,0.41097392107085173,1,0,1,0,1,0,0,0,0,1,0
4308,0,0,0,0,0.3472222222222222,1,0,0,0,0,0,0,0,0,0.5124378109452737,0.1973863374105701,0,0,1,0,1,0,0,0,0,1,0
4309,1,0,0,0,0.3055555555555555,0,0,0,0,1,0,1,1,1,0.32189054726368166,0.12168243711054699,0,1,0,0,1,0,0,0,0,1,0
4310,0,0,0,0,1.0,0,0,1,1,1,1,1,1,1,0.4711442786069652,0.5247749826909763,0,1,0,0,0,0,1,1,0,0,0
4311,1,0,0,0,0.09722222222222221,0,0,0,1,0,0,0,1,1,0.21741293532338313,0.03167551350103855,1,1,0,0,1,0,0,0,1,0,0
4312,0,0,1,1,0.4583333333333333,1,0,0,1,1,1,1,1,0,0.6353233830845771,0.29821140087699055,0,1,0,0,0,0,1,0,1,0,0
4313,1,0,0,0,0.3194444444444444,1,0,0,1,0,1,0,0,1,0.6054726368159205,0.20366374336487428,0,0,1,0,1,0,0,0,0,0,1
4314,0,1,0,0,0.3333333333333333,1,1,0,1,0,0,1,1,1,0.8258706467661693,0.2794080313870298,1,0,1,0,1,0,0,0,0,1,0
4315,1,0,0,0,0.013888888888888888,1,0,0,0,0,0,1,0,0,0.609950248756219,0.007010154627279022,1,0,1,0,1,0,0,0,0,1,0
4316,0,0,0,0,0.9583333333333333,1,1,1,1,1,1,1,1,0,0.7203980099502489,0.7273597969074546,0,1,0,0,0,0,1,0,0,0,1
4317,1,0,0,1,0.041666666666666664,1,0,0,0,0,0,0,0,1,0.022885572139303482,0.004454188783752597,0,0,0,1,0,1,0,0,1,0,0
4318,0,0,0,0,0.7777777777777777,1,0,0,1,0,1,1,1,1,0.5721393034825871,0.49225132702515584,0,1,0,0,0,1,0,1,0,0,0
4319,0,0,0,0,0.9027777777777777,1,1,1,0,1,1,1,1,1,0.9129353233830847,0.8215843526425112,0,0,1,0,0,1,0,0,1,0,0
4320,0,0,1,0,0.986111111111111,1,0,0,0,0,0,0,0,0,0.02587064676616916,0.17550773136395112,0,0,0,1,0,1,0,0,0,1,0
4321,1,1,0,0,0.19444444444444442,1,1,0,0,1,0,0,0,1,0.6179104477611941,0.11992845603507965,0,0,1,0,1,0,0,1,0,0,0
4322,1,0,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,1,0.5164179104477613,0.012116316639741522,0,0,1,0,1,0,0,0,0,1,0
4323,1,0,0,0,0.4444444444444444,1,1,0,0,0,0,1,0,0,0.654726368159204,0.3188379875375029,1,0,1,0,0,1,0,0,0,1,0
4324,0,0,0,0,0.5555555555555556,1,0,1,0,1,0,0,1,0,0.4895522388059703,0.3129702284791138,0,1,0,0,1,0,0,0,0,1,0
4325,0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.02487562189054727,0.0002250173090237707,0,0,0,1,1,0,0,0,1,0,0
4326,0,0,0,0,0.013888888888888888,1,0,0,0,0,0,1,1,1,0.7049751243781095,0.008112162474036467,1,0,1,0,1,0,0,0,0,1,0
4327,1,0,0,0,0.09722222222222221,1,0,0,0,0,0,0,0,1,0.5139303482587066,0.055215785829679224,0,0,1,0,1,0,0,0,0,0,1
4328,1,0,1,0,0.20833333333333331,1,1,0,0,0,0,0,0,1,0.3268656716417911,0.07989268405261946,0,1,0,0,1,0,0,0,0,1,0
4329,1,0,1,1,0.2361111111111111,1,1,1,0,1,0,1,0,0,0.7577114427860699,0.18329102238633746,1,0,1,0,1,0,0,0,0,1,0
4330,0,0,0,0,0.2638888888888889,1,0,0,1,1,0,0,0,1,0.5970149253731344,0.16987652896376648,1,0,1,0,1,0,0,0,0,1,0
4331,0,0,0,0,0.986111111111111,1,1,0,0,0,0,0,0,0,0.07263681592039802,0.21685898915301183,0,0,0,1,0,0,1,1,0,0,0
4332,1,0,1,1,0.75,1,1,1,0,0,1,0,0,0,0.41542288557213936,0.3756231248557582,0,1,0,0,0,0,1,1,0,0,0
4333,0,0,1,0,0.4305555555555555,1,1,1,1,0,1,0,0,1,0.719402985074627,0.3359046849757674,0,0,1,0,1,0,0,0,1,0,0
4334,1,0,0,0,0.15277777777777776,1,0,1,0,0,0,0,0,0,0.5786069651741295,0.09461112393261024,0,0,1,0,1,0,0,0,0,1,0
4335,1,1,0,0,0.25,1,0,0,0,1,0,0,1,1,0.6636815920398011,0.16441841680129246,0,0,1,0,1,0,0,0,0,1,0
4336,1,1,0,0,1.0,1,1,1,1,0,1,1,1,1,0.9139303482587066,0.8917493653357953,0,0,1,0,0,0,1,1,0,0,0
4337,1,1,0,0,0.986111111111111,1,1,0,1,0,0,1,1,1,0.8099502487562191,0.799948072928687,0,0,1,0,1,0,0,0,1,0,0
4338,0,1,0,0,0.06944444444444445,0,0,0,0,1,1,1,0,0,0.2701492537313433,0.02261135471959382,0,1,0,0,1,0,0,0,1,0,0
4339,0,0,1,0,0.5277777777777778,1,1,0,0,1,1,0,1,0,0.5049751243781095,0.30586775905838914,0,1,0,0,0,1,0,0,1,0,0
4340,0,0,0,1,0.06944444444444445,1,0,0,0,0,1,0,0,1,0.30248756218905476,0.02497115162704824,0,1,0,0,1,0,0,1,0,0,0
4341,0,1,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,1,0.25771144278606967,0.008521809369951538,1,1,0,0,1,0,0,0,0,1,0
4342,1,1,0,0,0.7222222222222222,1,1,1,0,1,0,0,0,0,0.41393034825870656,0.3559254558042927,0,1,0,0,0,0,1,1,0,0,0
4343,1,1,0,0,0.1111111111111111,1,1,0,0,0,0,0,0,1,0.5721393034825871,0.06778790676205863,1,0,1,0,1,0,0,0,0,1,0
4344,1,0,0,0,0.9444444444444444,1,1,0,1,1,0,1,1,1,0.6208955223880599,0.6129009923840296,0,1,0,0,0,0,1,0,0,1,0
4345,0,0,1,1,0.9583333333333333,1,0,0,0,0,0,0,0,1,0.022885572139303482,0.15973921070851607,0,0,0,1,0,1,0,0,1,0,0
4346,1,0,1,0,0.5833333333333333,1,1,1,1,0,1,0,0,1,0.4791044776119404,0.31260096930533127,0,1,0,0,1,0,0,0,1,0,0
4347,1,0,0,0,0.6944444444444444,1,0,0,1,0,1,1,1,1,0.8154228855721395,0.5792349411493193,0,0,1,0,0,0,1,0,0,0,1
4348,1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.008457711442786066,3.46180475421184e-05,1,0,0,1,1,0,0,0,0,0,1
4349,0,1,1,0,0.013888888888888888,1,1,1,0,0,0,0,0,1,0.6174129353233831,0.00709669974613432,1,0,1,0,1,0,0,0,0,1,0
4350,0,0,1,0,0.4583333333333333,1,0,0,0,0,0,0,0,1,0.26169154228855723,0.16660512347103626,0,1,0,0,1,0,0,0,1,0,0
4351,1,0,0,0,0.09722222222222221,1,0,0,0,0,0,0,0,0,0.0208955223880597,0.015208862220170784,0,0,0,1,1,0,0,0,0,0,1
4352,0,0,1,1,0.8888888888888888,1,1,1,1,1,0,0,0,1,0.7318407960199006,0.6856335102700208,0,0,1,0,1,0,0,0,0,1,0
4353,1,0,0,0,0.013888888888888888,1,0,0,0,1,0,0,0,1,0.5636815920398012,0.006473574890376184,1,0,1,0,1,0,0,0,0,1,0
4354,0,0,0,0,0.8194444444444444,1,0,0,0,0,0,0,0,1,0.019402985074626847,0.1354142626355874,0,0,0,1,0,0,1,1,0,0,0
4355,1,0,1,0,0.08333333333333333,1,1,0,0,0,0,0,0,0,0.3194029850746269,0.03412762520193862,0,1,0,0,1,0,0,0,0,1,0
4356,1,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0.005472636815920391,0.00429263789522271,0,0,0,1,1,0,0,0,0,0,1
4357,1,0,1,0,0.20833333333333331,1,0,0,0,0,0,0,0,0,0.02189054726368159,0.03600276944380338,0,0,0,1,1,0,0,0,1,0,0
4358,0,0,1,1,0.18055555555555555,1,0,0,0,0,0,1,1,1,0.4626865671641792,0.09907108239095319,0,1,0,0,0,1,0,0,0,1,0
4359,1,0,0,0,0.3194444444444444,1,1,0,1,0,0,1,1,1,0.8004975124378112,0.2573621047772906,0,0,1,0,1,0,0,0,1,0,0
4360,0,1,1,0,0.4305555555555555,1,1,1,0,0,0,1,0,0,0.7084577114427861,0.3218151396261251,0,0,1,0,1,0,0,0,0,1,0
4361,0,0,0,0,0.40277777777777773,1,0,1,1,0,1,0,0,1,0.4029850746268657,0.19356104315716602,0,1,0,0,0,1,0,0,0,1,0
4362,1,0,1,0,0.6805555555555555,1,0,0,0,0,0,0,0,0,0.02437810945273631,0.11692245557350568,0,0,0,1,0,1,0,0,1,0,0
4363,1,0,1,0,0.7777777777777777,1,1,0,0,0,0,1,0,1,0.6701492537313433,0.5635818139856913,0,0,1,0,1,0,0,1,0,0,0
4364,1,0,0,0,0.875,1,1,1,1,1,1,0,1,1,0.6174129353233831,0.574261481652435,0,1,0,0,0,0,1,0,1,0,0
4365,0,0,1,0,0.875,1,1,0,0,1,1,1,1,0,0.6124378109452737,0.5787272097853683,0,1,0,0,0,0,1,0,1,0,0
4366,0,1,1,1,0.3333333333333333,1,1,1,0,0,0,0,0,1,0.6129353233830847,0.21220286175859687,0,0,1,0,1,0,0,0,0,1,0
4367,0,1,1,0,0.5,1,0,0,0,1,1,0,0,0,0.3567164179104478,0.22779252250173096,0,1,0,0,0,1,0,0,1,0,0
4368,1,1,0,0,0.125,1,0,0,0,0,0,1,0,1,0.6228855721393035,0.08456612047080546,1,0,1,0,1,0,0,0,0,1,0
4369,0,0,0,0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0.06467661691542288,0.00555619663051004,1,1,0,0,1,0,0,0,0,1,0
4370,1,0,1,0,0.29166666666666663,1,0,1,0,1,1,1,1,0,0.6233830845771146,0.1957246711285484,0,1,0,0,0,1,0,0,0,0,1
4371,0,0,1,1,0.18055555555555555,1,1,0,0,0,0,0,0,0,0.06218905472636817,0.03747980613893378,0,0,0,1,0,1,0,1,0,0,0
4372,0,0,1,1,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.018905472636815888,0.00015578121393953345,0,0,0,1,1,0,0,1,0,0,0
4373,1,0,1,1,0.3472222222222222,1,0,0,0,0,0,0,0,0,0.017910447761194024,0.057846757442880245,0,0,0,1,0,1,0,0,0,0,1
4374,0,0,1,1,0.986111111111111,1,0,0,0,0,0,0,0,1,0.013432835820895526,0.15793330256173557,0,0,0,1,0,0,1,1,0,0,0
4375,0,0,0,0,0.9166666666666666,1,1,1,1,1,1,1,1,1,0.955721393034826,0.8498615278098317,0,0,1,0,0,1,0,1,0,0,0
4376,1,0,0,0,0.625,1,0,1,1,0,0,1,1,1,0.8164179104477614,0.5152492499423034,0,0,1,0,0,1,0,0,0,1,0
4377,1,0,1,0,0.3055555555555555,1,0,0,0,0,0,1,0,1,0.6144278606965174,0.19474382644818838,0,0,1,0,1,0,0,0,1,0,0
4378,1,0,1,0,0.9305555555555555,1,0,0,0,0,0,0,0,1,0.02587064676616916,0.15100392337872148,0,0,0,1,0,1,0,1,0,0,0
